Company,TypeName,Ram,Weight,Price,Cpu_brand,Gpu_brand,Os,avg_battery_health,avg_daily_usage,avg_charging_cycles
dell,Notebook,12,2.3,10.545140618545505,Intel Core i7,Intel,Windows,80.875,6.625,503.75
dell,Notebook,8,2.8,10.977716980635757,Intel Core i7,AMD,Others,80.875,6.625,503.75
acer,Notebook,8,2.2,10.588945244611692,Intel Core i7,Nvidia,Windows,79.25,5.875,531.25
lenovo,Notebook,4,2.8,10.167923515707006,Intel Core i3,Intel,Windows,79.125,6.625,536.25
lenovo,Notebook,8,2.8,10.71962021254348,Intel Core i7,Nvidia,Others,79.125,6.625,536.25
lenovo,Notebook,6,2.8,10.73132994821639,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
dell,Notebook,4,2.25,10.034684221813931,Intel Core i3,AMD,Others,80.875,6.625,503.75
lenovo,Gaming,8,2.5,10.695781181367428,Intel Core i5,Nvidia,Windows,79.125,6.625,536.25
lenovo,Notebook,6,2.2,10.336863503805128,Intel Core i5,Intel,Windows,79.125,6.625,536.25
acer,Notebook,8,3.0,10.833075088777523,Intel Core i7,Nvidia,Windows,79.25,5.875,531.25
acer,Notebook,12,2.15,10.46628456073464,Intel Core i7,Intel,Windows,79.25,5.875,531.25
lenovo,Notebook,8,1.95,10.975895486507364,Intel Core i7,Intel,Windows,79.125,6.625,536.25
asus,Ultrabook,8,1.7,10.860047678274915,Intel Core i5,Nvidia,Windows,70.125,8.125,691.25
lenovo,Gaming,16,2.5,11.047982926769505,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
lenovo,Notebook,8,2.2,10.466299735126338,Intel Core i7,Nvidia,Others,79.125,6.625,536.25
acer,Notebook,2,2.19,9.268865850956626,Other Intel Processor,Intel,Others,79.25,5.875,531.25
asus,Gaming,8,3.0,11.0547454208418,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
hp,Notebook,8,2.54,10.167923515707006,Intel Core i3,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,8,2.0,11.487085674623,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
lenovo,Notebook,8,2.05,10.580858947180335,Intel Core i5,Intel,Windows,79.125,6.625,536.25
lenovo,Gaming,8,3.2,11.144911042902732,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
acer,Notebook,8,2.5,10.862092668762644,Intel Core i7,Nvidia,Others,79.25,5.875,531.25
dell,Workstation,16,3.42,11.942792677133784,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
lenovo,Notebook,6,2.4,10.188167121983652,AMD Processor,AMD,Windows,79.125,6.625,536.25
asus,Ultrabook,16,1.63,11.267217235406594,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
asus,Notebook,4,1.3,10.208009042782656,Intel Core i3,Intel,Windows,70.125,8.125,691.25
asus,Gaming,16,2.9,11.635675345406062,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
lenovo,Notebook,6,2.8,10.450993742936223,Intel Core i5,Nvidia,Windows,79.125,6.625,536.25
lenovo,Notebook,8,2.2,10.283659467741664,Intel Core i5,Nvidia,Others,79.125,6.625,536.25
asus,Gaming,8,2.5,11.118388427393754,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
lenovo,Notebook,4,2.2,9.861637279518702,Other Intel Processor,Intel,Others,79.125,6.625,536.25
hp,2 in 1 Convertible,16,1.28,11.563884703567355,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Notebook,8,2.3,10.683645110085203,Intel Core i5,Nvidia,Windows,79.125,6.625,536.25
hp,Notebook,4,1.86,10.126163794678414,Intel Core i3,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Notebook,8,1.1,10.882315804880689,Intel Core i5,Intel,Windows,79.125,6.625,536.25
dell,Ultrabook,16,1.21,11.799206957067089,Intel Core i7,Intel,Windows,80.875,6.625,503.75
acer,Notebook,8,2.23,10.126163794678414,AMD Processor,AMD,Windows,79.25,5.875,531.25
asus,2 in 1 Convertible,2,1.1,9.592332123898704,Other Intel Processor,Intel,Windows,70.125,8.125,691.25
dell,Notebook,8,2.33,10.71371352082809,Intel Core i5,AMD,Windows,80.875,6.625,503.75
hp,2 in 1 Convertible,16,1.29,11.7789960831843,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Notebook,4,1.45,10.106570100778011,Other Intel Processor,Intel,Others,79.125,6.625,536.25
hp,Notebook,8,1.95,10.863113597896753,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
acer,Notebook,4,1.4,10.159709917169616,Other Intel Processor,Intel,Windows,79.25,5.875,531.25
hp,Notebook,8,1.48,11.13950771057468,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Notebook,4,2.79,10.35398720988372,Intel Core i5,Nvidia,Windows,79.125,6.625,536.25
asus,Notebook,8,2.0,10.97315700921406,Intel Core i7,Intel,Windows,70.125,8.125,691.25
hp,Notebook,8,2.1,10.780175546294757,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
acer,Notebook,8,2.2,10.46628456073464,AMD Processor,AMD,Windows,79.25,5.875,531.25
lenovo,Notebook,4,1.44,9.652314828500415,Other Intel Processor,Intel,Windows,79.125,6.625,536.25
acer,Notebook,6,2.23,10.283659467741664,Intel Core i5,Intel,Windows,79.25,5.875,531.25
asus,Ultrabook,8,1.7,10.93201122675303,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
hp,Ultrabook,8,1.26,11.172247597066484,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,32,2.06,11.853716362735458,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
asus,Notebook,8,2.0,11.171498252707703,Intel Core i7,Intel,Windows,70.125,8.125,691.25
lenovo,Notebook,4,1.85,10.082583913974387,Intel Core i3,Intel,Windows,79.125,6.625,536.25
asus,Gaming,8,2.5,10.882315804880689,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
hp,Notebook,8,1.48,11.120757161229305,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Ultrabook,8,1.9,10.931153634628432,Intel Core i5,Nvidia,Windows,80.875,6.625,503.75
hp,Notebook,8,1.84,11.017847198171877,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
asus,Notebook,4,2.0,9.592295759601168,Other Intel Processor,Intel,Others,70.125,8.125,691.25
dell,Notebook,8,2.0,11.016753943443987,Intel Core i5,Nvidia,Windows,80.875,6.625,503.75
dell,Notebook,4,2.2,9.591968421403331,Other Intel Processor,Intel,Others,80.875,6.625,503.75
lenovo,Notebook,12,2.2,10.776844060703754,AMD Processor,AMD,Windows,79.125,6.625,536.25
hp,Notebook,8,2.1,10.54924119319278,Intel Core i3,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,2 in 1 Convertible,16,1.4,11.624777346052769,Intel Core i7,Intel,Windows,79.125,6.625,536.25
dell,Ultrabook,8,1.2,11.340108040487776,Intel Core i7,Intel,Windows,80.875,6.625,503.75
lenovo,Gaming,16,2.4,11.004648590381796,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
hp,Notebook,2,1.44,9.6067728080535,Other Intel Processor,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Ultrabook,16,1.88,11.358282600039752,Intel Core i7,Intel,Windows,80.875,6.625,503.75
asus,2 in 1 Convertible,4,1.5,9.902487052202543,Other Intel Processor,Intel,Windows,70.125,8.125,691.25
dell,Ultrabook,8,1.9,10.472336016417996,Intel Core i5,AMD,Windows,80.875,6.625,503.75
dell,Notebook,16,2.06,11.590080353983309,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
hp,Notebook,8,1.84,11.148752768718731,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Workstation,8,2.6,11.436206670969892,Intel Core i7,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,8,2.02,10.853784502608232,Intel Core i7,AMD,Windows,80.875,6.625,503.75
lenovo,Notebook,4,2.2,9.750081515393676,Other Intel Processor,Intel,Others,79.125,6.625,536.25
dell,Gaming,8,2.65,10.882315804880689,Intel Core i5,Nvidia,Windows,80.875,6.625,503.75
dell,Notebook,8,2.36,10.298790318518323,Intel Core i5,Intel,Windows,80.875,6.625,503.75
dell,Notebook,8,1.36,11.23889064370897,Intel Core i5,Intel,Windows,80.875,6.625,503.75
hp,Notebook,4,1.86,10.060060439307303,Intel Core i3,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
asus,Notebook,8,2.0,10.826745953725876,Intel Core i5,Intel,Windows,70.125,8.125,691.25
lenovo,Notebook,6,2.8,10.55342238395318,Intel Core i5,Nvidia,Windows,79.125,6.625,536.25
hp,Notebook,8,1.86,10.435465480609668,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Notebook,8,2.2,10.188167121983652,Intel Core i3,Nvidia,Others,79.125,6.625,536.25
hp,Notebook,8,2.04,9.93914036985058,Other Intel Processor,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,8,2.8,10.964896292206694,Intel Core i5,AMD,Windows,80.875,6.625,503.75
lenovo,Gaming,8,2.4,10.671359943290623,Intel Core i5,Nvidia,Others,79.125,6.625,536.25
dell,Notebook,8,2.33,10.776844060703754,Intel Core i7,AMD,Windows,80.875,6.625,503.75
hp,Ultrabook,8,1.36,11.442932093149691,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
asus,2 in 1 Convertible,12,2.26,10.977716980635757,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
acer,Notebook,4,2.1,10.030000372501505,AMD Processor,AMD,Windows,79.25,5.875,531.25
asus,Gaming,16,3.25,11.671319016786894,AMD Processor,AMD,Windows,70.125,8.125,691.25
lenovo,Notebook,4,2.6,10.167923515707006,AMD Processor,AMD,Windows,79.125,6.625,536.25
dell,2 in 1 Convertible,8,1.62,10.742915658911176,Intel Core i7,Intel,Windows,80.875,6.625,503.75
hp,Notebook,4,1.91,10.167903065600154,AMD Processor,AMD,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Netbook,4,1.59,10.290919027754468,Other Intel Processor,Intel,Windows,79.125,6.625,536.25
dell,Notebook,4,1.8,9.70890230312988,Other Intel Processor,Intel,Windows,80.875,6.625,503.75
asus,Notebook,4,1.5,9.631552837051986,Other Intel Processor,Intel,Windows,70.125,8.125,691.25
acer,Notebook,8,2.4,10.716080385838357,Intel Core i7,Nvidia,Others,79.25,5.875,531.25
hp,Gaming,8,3.35,11.058109595587434,Intel Core i7,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Notebook,4,1.85,9.975737513942136,Intel Core i3,Intel,Others,79.125,6.625,536.25
asus,Gaming,8,2.3,11.387117314043296,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
lenovo,Notebook,8,1.5,10.977716980635757,Intel Core i5,Nvidia,Windows,79.125,6.625,536.25
asus,Ultrabook,16,1.1,11.44230332408728,Intel Core i7,Intel,Windows,70.125,8.125,691.25
lenovo,Ultrabook,8,1.13,11.708368556654154,Intel Core i7,Intel,Windows,79.125,6.625,536.25
lenovo,Notebook,4,1.5,10.283659467741664,Intel Core i3,Intel,Windows,79.125,6.625,536.25
dell,Workstation,8,2.23,11.197396851520583,Intel Core i5,AMD,Windows,80.875,6.625,503.75
dell,Workstation,8,2.0,11.64178295189486,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
lenovo,2 in 1 Convertible,16,1.42,11.803200572598556,Intel Core i7,Intel,Windows,79.125,6.625,536.25
asus,Gaming,8,3.0,10.921575017331362,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
asus,Gaming,16,3.0,11.34767905456992,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
acer,Notebook,12,2.2,10.518018577413224,Intel Core i5,Nvidia,Windows,79.25,5.875,531.25
dell,Notebook,8,2.33,10.633405177560588,Intel Core i7,AMD,Others,80.875,6.625,503.75
hp,Ultrabook,4,1.91,10.188167121983652,AMD Processor,AMD,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Notebook,8,2.1,11.08997268702302,Intel Core i7,AMD,Windows,79.125,6.625,536.25
lenovo,Notebook,8,1.9,10.81931097523836,Intel Core i5,Intel,Windows,79.125,6.625,536.25
dell,Workstation,8,1.78,11.88100267529242,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
lenovo,Ultrabook,16,1.13,11.84839720125786,Intel Core i7,Intel,Windows,79.125,6.625,536.25
lenovo,Notebook,4,2.2,9.699146128184514,Other Intel Processor,Intel,Windows,79.125,6.625,536.25
asus,Gaming,16,2.9,11.307930232161196,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
lenovo,Notebook,8,2.1,11.018284165624754,Intel Core i5,AMD,Windows,79.125,6.625,536.25
acer,Notebook,8,2.5,10.754345923917311,Intel Core i7,Nvidia,Others,79.25,5.875,531.25
asus,Ultrabook,8,1.1,11.510857728676225,Intel Core i7,Intel,Windows,70.125,8.125,691.25
dell,Ultrabook,8,1.36,11.402110098629436,Intel Core i7,Intel,Windows,80.875,6.625,503.75
lenovo,Notebook,4,2.2,9.989276182274937,Intel Core i3,Intel,Windows,79.125,6.625,536.25
lenovo,Notebook,2,1.15,9.694067896286716,Other Intel Processor,Intel,Windows,79.125,6.625,536.25
lenovo,Workstation,8,2.67,11.53824227295402,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
lenovo,Ultrabook,8,1.7,11.547549475609571,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
hp,Notebook,4,2.1,10.126163794678414,Intel Core i3,AMD,Windows,80.77777777777777,5.333333333333333,504.44444444444446
acer,2 in 1 Convertible,8,1.6,10.64634002126892,Intel Core i7,Intel,Windows,79.25,5.875,531.25
asus,2 in 1 Convertible,8,1.27,10.808592759018332,Intel Core i5,Intel,Windows,70.125,8.125,691.25
dell,Notebook,4,2.3,10.37065566550255,Intel Core i5,AMD,Others,80.875,6.625,503.75
dell,Notebook,4,1.65,10.510802297245792,Intel Core i3,Intel,Windows,80.875,6.625,503.75
hp,Ultrabook,8,1.43,11.288781413322436,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,8,2.14,10.267037568910904,Intel Core i5,Intel,Windows,80.875,6.625,503.75
lenovo,Ultrabook,8,1.75,11.078373090310093,Intel Core i7,AMD,Windows,79.125,6.625,536.25
lenovo,2 in 1 Convertible,16,2.0,11.52464373704442,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
hp,Notebook,8,2.31,11.23889064370897,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
asus,Notebook,8,2.3,10.367478139624737,Intel Core i3,Nvidia,Others,70.125,8.125,691.25
dell,Gaming,16,4.42,11.912578515747589,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
dell,Gaming,8,2.62,11.030873869571886,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
dell,Notebook,8,2.02,11.016447617817454,Intel Core i7,AMD,Windows,80.875,6.625,503.75
dell,Ultrabook,8,1.6,10.977716980635757,Intel Core i7,Intel,Others,80.875,6.625,503.75
hp,Gaming,12,3.35,11.575963360732532,Intel Core i7,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Notebook,8,1.4,10.89326663606744,Intel Core i7,Intel,Windows,79.125,6.625,536.25
lenovo,Notebook,4,1.7,10.370822624347584,Intel Core i3,Intel,Windows,79.125,6.625,536.25
lenovo,Workstation,16,2.3,11.777361428141106,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
lenovo,Notebook,16,2.5,11.7789960831843,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
asus,Gaming,8,3.2,11.410999046046683,AMD Processor,AMD,Windows,70.125,8.125,691.25
hp,Notebook,4,2.1,9.824885806178992,Other Intel Processor,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Ultrabook,24,1.32,11.75125677614738,Intel Core i7,Intel,Windows,79.125,6.625,536.25
asus,Notebook,4,2.0,10.301710499387234,Intel Core i5,Intel,Others,70.125,8.125,691.25
lenovo,Notebook,8,2.8,10.227464909398025,AMD Processor,AMD,Windows,79.125,6.625,536.25
dell,Notebook,4,2.2,10.594300009749354,Intel Core i5,AMD,Windows,80.875,6.625,503.75
lenovo,Ultrabook,8,1.36,11.240291204162,Intel Core i5,Intel,Windows,79.125,6.625,536.25
lenovo,Notebook,4,2.2,9.83063294843456,Other Intel Processor,Intel,Windows,79.125,6.625,536.25
hp,Gaming,8,2.2,10.977716980635757,Intel Core i7,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,8,1.64,11.047982926769505,Intel Core i5,Nvidia,Windows,80.875,6.625,503.75
acer,Notebook,4,2.4,10.066418317218153,Intel Core i5,Intel,Others,79.25,5.875,531.25
dell,Workstation,8,2.23,11.572957346444928,Other Intel Processor,Nvidia,Windows,80.875,6.625,503.75
hp,Notebook,8,1.91,10.35398720988372,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Workstation,16,2.17,11.563884703567355,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
hp,Workstation,8,2.31,11.311195008159336,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Notebook,8,1.65,11.179710318268071,Intel Core i5,Intel,Windows,79.125,6.625,536.25
dell,Notebook,8,2.36,10.862092668762644,Intel Core i7,AMD,Windows,80.875,6.625,503.75
dell,2 in 1 Convertible,4,1.47,10.147261623643049,Other Intel Processor,Intel,Windows,80.875,6.625,503.75
dell,Notebook,8,4.42,11.599202972743706,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
hp,Notebook,8,2.5,10.436872940377548,Intel Core i3,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
acer,Notebook,4,2.23,10.274510273088076,Intel Core i3,Nvidia,Windows,79.25,5.875,531.25
acer,Netbook,4,1.4,10.050907057320815,Other Intel Processor,Intel,Windows,79.25,5.875,531.25
asus,Notebook,8,2.37,10.594300009749354,Intel Core i5,Intel,Windows,70.125,8.125,691.25
lenovo,Notebook,8,1.5,10.658921971998408,Intel Core i7,AMD,Others,79.125,6.625,536.25
lenovo,Notebook,8,2.67,11.62048037119099,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
asus,Notebook,4,2.0,9.692588727638356,Other Intel Processor,Intel,Windows,70.125,8.125,691.25
acer,Notebook,4,2.2,10.126163794678414,Intel Core i3,Nvidia,Windows,79.25,5.875,531.25
dell,Notebook,8,2.02,10.607562803627763,Intel Core i5,AMD,Windows,80.875,6.625,503.75
hp,Gaming,12,3.78,11.413356147904066,Intel Core i7,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Ultrabook,12,1.4,11.502816945605918,Intel Core i7,Intel,Windows,79.125,6.625,536.25
hp,2 in 1 Convertible,8,1.29,11.575963360732532,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Notebook,8,1.9,11.026550473300178,Intel Core i5,AMD,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Ultrabook,8,1.42,11.494086806506765,Intel Core i5,Intel,Windows,80.875,6.625,503.75
asus,Notebook,12,2.06,11.144911042902732,Intel Core i7,Intel,Windows,70.125,8.125,691.25
dell,Notebook,8,1.79,10.58221121243035,Intel Core i3,Intel,Windows,80.875,6.625,503.75
dell,Workstation,8,1.78,11.762112832660844,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
lenovo,Notebook,8,1.7,11.19373786463554,Intel Core i5,Intel,Windows,79.125,6.625,536.25
dell,Notebook,8,2.2,10.490273717104664,Intel Core i5,AMD,Windows,80.875,6.625,503.75
dell,Notebook,8,2.16,11.116014069333293,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
dell,Notebook,4,2.18,10.349904182775484,Intel Core i3,Intel,Windows,80.875,6.625,503.75
hp,Notebook,4,1.49,10.56311104105693,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Notebook,4,2.3,10.312386757378574,Intel Core i3,Intel,Windows,79.125,6.625,536.25
lenovo,Notebook,8,1.75,10.931153634628432,Intel Core i5,Intel,Windows,79.125,6.625,536.25
dell,Workstation,16,2.17,11.732612168264149,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
dell,Notebook,16,2.06,11.52464373704442,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
lenovo,Ultrabook,16,1.36,11.4699912412637,Intel Core i7,Intel,Windows,79.125,6.625,536.25
asus,Ultrabook,16,0.91,11.551145677789926,Intel Core i7,Intel,Windows,70.125,8.125,691.25
lenovo,Notebook,8,2.3,10.895234994607796,Intel Core i5,Nvidia,Windows,79.125,6.625,536.25
asus,Gaming,8,1.99,11.18342089766461,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
acer,Notebook,8,2.2,10.336863503805128,AMD Processor,AMD,Windows,79.25,5.875,531.25
asus,Gaming,24,4.33,11.12154549394652,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
lenovo,Ultrabook,8,1.3,10.977716980635757,Intel Core i5,Intel,Windows,79.125,6.625,536.25
lenovo,Notebook,8,2.17,10.776732819811487,Intel Core i7,Intel,Windows,79.125,6.625,536.25
hp,Notebook,8,1.48,11.442360501250736,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Notebook,8,1.4,10.83096982484206,Intel Core i3,Intel,Windows,79.125,6.625,536.25
lenovo,Notebook,8,2.3,10.790103923492092,Intel Core i5,Intel,Windows,79.125,6.625,536.25
asus,Netbook,4,1.2,9.80450664384234,Other Intel Processor,Intel,Windows,70.125,8.125,691.25
hp,Notebook,8,1.91,10.403650143697382,Intel Core i5,AMD,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,2 in 1 Convertible,8,1.4,11.352694739066088,Intel Core i5,Intel,Windows,79.125,6.625,536.25
lenovo,Notebook,4,2.1,9.67600459962282,Other Intel Processor,Intel,Windows,79.125,6.625,536.25
lenovo,Netbook,4,1.25,9.555290852218356,Other Intel Processor,Intel,Others,79.125,6.625,536.25
lenovo,Notebook,8,1.44,10.83096982484206,Intel Core i5,Intel,Windows,79.125,6.625,536.25
asus,Notebook,8,2.0,11.085440489304403,Intel Core i7,Intel,Windows,70.125,8.125,691.25
acer,Notebook,4,2.2,10.393925962168344,Intel Core i5,Nvidia,Windows,79.25,5.875,531.25
hp,Ultrabook,8,1.34,11.16321819034709,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Gaming,8,2.4,11.02220830408089,Intel Core i7,Nvidia,Others,79.125,6.625,536.25
dell,Ultrabook,8,1.29,10.776844060703754,Intel Core i5,Intel,Windows,80.875,6.625,503.75
acer,Notebook,4,2.2,10.435465480609668,Intel Core i7,Nvidia,Windows,79.25,5.875,531.25
dell,Notebook,8,2.18,10.704189639316835,Intel Core i5,Intel,Windows,80.875,6.625,503.75
dell,Notebook,16,2.2,11.081544019025282,Intel Core i7,AMD,Windows,80.875,6.625,503.75
asus,Netbook,2,1.1,9.47681923677686,Other Intel Processor,Intel,Windows,70.125,8.125,691.25
hp,Notebook,4,2.04,10.232212772652003,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
asus,Gaming,24,2.24,11.971204630519404,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
hp,Notebook,8,2.04,10.765658261746038,Intel Core i5,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
asus,Gaming,16,3.0,11.291444530741918,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
lenovo,Gaming,8,3.2,11.219074000897615,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
hp,Ultrabook,8,1.32,11.219074000897615,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,8,1.64,11.129965423395353,Intel Core i5,Intel,Windows,80.875,6.625,503.75
hp,Notebook,4,1.63,10.510802297245792,Intel Core i3,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,8,2.8,10.765658261746038,Intel Core i5,AMD,Others,80.875,6.625,503.75
lenovo,Notebook,8,2.02,11.17598591917709,Intel Core i5,Intel,Windows,79.125,6.625,536.25
lenovo,Notebook,4,2.2,10.658921971998408,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
lenovo,Notebook,8,2.2,10.104611236292678,Intel Core i3,Nvidia,Others,79.125,6.625,536.25
dell,Notebook,4,2.3,10.34717287346399,Intel Core i5,AMD,Windows,80.875,6.625,503.75
dell,Notebook,8,1.9,11.203223524960787,Intel Core i5,Intel,Windows,80.875,6.625,503.75
dell,Gaming,16,4.42,11.98617622657084,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
asus,Notebook,8,2.0,11.144911042902732,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
asus,Gaming,8,2.3,11.383485348791732,Intel Core i5,Nvidia,Windows,70.125,8.125,691.25
dell,Notebook,8,1.93,11.197396851520583,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
dell,Notebook,8,2.2,10.656930001858216,Intel Core i5,AMD,Windows,80.875,6.625,503.75
hp,Notebook,4,1.86,9.964497380151284,Other Intel Processor,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Gaming,12,2.62,11.470547260182666,Intel Core i7,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Notebook,8,1.87,10.73132994821639,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
dell,Ultrabook,8,1.2,11.219074000897615,Intel Core i7,Intel,Windows,80.875,6.625,503.75
dell,Notebook,4,1.6,10.576614498925236,Intel Core i3,Intel,Windows,80.875,6.625,503.75
hp,Ultrabook,8,1.34,11.018720942220474,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
acer,Gaming,8,2.4,10.657669623681942,Intel Core i5,Nvidia,Others,79.25,5.875,531.25
asus,Notebook,4,2.0,9.83063294843456,AMD Processor,AMD,Windows,70.125,8.125,691.25
hp,Notebook,4,2.1,10.534467797525002,Intel Core i3,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Notebook,4,1.87,10.641244744014545,Intel Core i5,Intel,Windows,79.125,6.625,536.25
lenovo,Notebook,4,2.15,10.11188320625578,Intel Core i5,Intel,Others,79.125,6.625,536.25
hp,Notebook,4,1.86,9.959497306919324,Intel Core i3,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Notebook,8,1.99,11.430859511915424,Intel Core i7,Intel,Windows,79.125,6.625,536.25
lenovo,Notebook,4,2.2,10.188167121983652,Intel Core i3,Intel,Windows,79.125,6.625,536.25
dell,Notebook,8,1.9,10.993953872709785,Intel Core i5,Intel,Windows,80.875,6.625,503.75
dell,Gaming,16,4.42,11.876197639250138,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
hp,Notebook,8,2.65,10.274785970374204,Intel Core i3,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Notebook,8,2.63,11.130176383145796,Intel Core i7,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
asus,Notebook,4,2.0,9.387207078087174,Other Intel Processor,Intel,Others,70.125,8.125,691.25
